year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1980,54,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,54,l) Left Censored,156283,171356,2085988,2082212,5027,2.856,14390,8.174,290458,55347,235111,2.658,13.949,281987,96500,185487,4.634,13.543,8471,0.407,27.085,9500,9615,42743
1980,55,a) 0,939,959,15045,7523,959,200.000,(X),(X),15045,15045,(X),200.000,200.000,(X),(X),(X),(X),(X),15045,200.000,(X),(X),(X),(X)
1980,55,b) 1,703,713,14763,13704,37,4.565,232,28.624,6772,1219,5553,8.895,49.416,4692,2786,1906,20.330,34.238,2080,15.178,68.476,181,181,1551
1980,55,c) 2,692,756,15228,15316,85,11.118,102,13.342,4589,1514,3075,9.885,29.962,4618,2157,2461,14.083,30.151,-29,-0.189,59.924,58,58,1310
1980,55,d) 3,730,799,20502,19072,80,9.944,91,11.311,6924,2812,4112,14.745,36.305,4033,2267,1766,11.887,21.147,2891,15.159,42.293,39,40,308
1980,55,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,55,l) Left Censored,17282,34771,2506072,2485261,3317,9.578,3039,8.775,396735,127734,269001,5.140,15.964,353351,129758,223593,5.221,14.218,43384,1.746,28.436,305,330,3665
1980,56,a) 0,22830,22916,117800,58900,22916,200.000,(X),(X),117800,117800,(X),200.000,200.000,(X),(X),(X),(X),(X),117800,200.000,(X),(X),(X),(X)
1980,56,b) 1,16479,16651,123505,118672,75,0.379,6342,32.055,49489,3208,46281,2.703,41.702,39481,22596,16885,19.041,33.269,10008,8.433,66.538,5234,5234,19051
1980,56,c) 2,12940,13097,119379,120750,562,3.935,2929,20.510,32606,2443,30163,2.023,27.003,35634,13964,21670,11.564,29.511,-3028,-2.508,54.006,2360,2360,11837
1980,56,d) 3,10189,10489,118158,118333,507,4.543,1851,16.585,31326,8841,22485,7.471,26.473,31383,9974,21409,8.429,26.521,-57,-0.048,52.946,1501,1505,8029
1980,56,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,56,l) Left Censored,61875,75832,1819350,1831816,3362,4.321,7306,9.390,329604,78255,251349,4.272,17.993,354622,93554,261068,5.107,19.359,-25018,-1.366,35.987,4843,4911,38813
1980,61,a) 0,3011,3024,15331,7666,3024,200.000,(X),(X),15331,15331,(X),200.000,200.000,(X),(X),(X),(X),(X),15331,200.000,(X),(X),(X),(X)
1980,61,b) 1,2380,2394,18493,18718,4,0.139,967,33.629,5206,45,5161,0.240,27.813,5521,3455,2066,18.458,29.496,-315,-1.683,55.626,808,808,2914
1980,61,c) 2,2062,2096,18633,18300,88,3.828,494,21.488,5911,496,5415,2.710,32.301,5133,2128,3005,11.629,28.050,778,4.251,56.100,417,418,1740
1980,61,d) 3,1715,1777,17007,17217,80,4.278,266,14.225,3077,420,2657,2.440,17.872,3521,1473,2048,8.556,20.451,-444,-2.579,35.745,217,218,1294
1980,61,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,61,l) Left Censored,21310,23164,1321875,1305327,465,1.960,1587,6.689,127000,4903,122097,0.376,9.729,94884,15019,79865,1.151,7.269,32116,2.460,14.538,1100,1116,8751
1980,62,a) 0,32530,32802,158019,79010,32802,200.000,(X),(X),158019,158019,(X),200.000,200.000,(X),(X),(X),(X),(X),158019,200.000,(X),(X),(X),(X)
1980,62,b) 1,26492,26884,163248,163781,123,0.417,5300,17.983,45098,2440,42658,1.490,27.536,44869,23938,20931,14.616,27.396,229,0.140,54.791,4203,4204,17363
1980,62,c) 2,23965,24521,177533,178466,693,2.718,2648,10.385,33536,4874,28662,2.731,18.791,35524,13146,22378,7.366,19.905,-1988,-1.114,37.583,2034,2037,10535
1980,62,d) 3,21838,23161,186404,185977,599,2.517,1878,7.891,32690,3863,28827,2.077,17.577,31877,13643,18234,7.336,17.140,813,0.437,34.281,1349,1359,8933
1980,62,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,62,l) Left Censored,239284,266792,5413804,5385250,5661,2.089,14051,5.185,525569,111780,413789,2.076,9.759,466458,164673,301785,3.058,8.662,59111,1.098,17.324,9384,9554,79467
1980,71,a) 0,6505,6533,40935,20468,6533,200.000,(X),(X),40935,40935,(X),200.000,200.000,(X),(X),(X),(X),(X),40935,200.000,(X),(X),(X),(X)
1980,71,b) 1,4635,4655,35555,38202,6,0.106,2022,35.705,11071,79,10992,0.207,28.981,16231,9513,6718,24.902,42.488,-5160,-13.507,57.961,1632,1636,7681
1980,71,c) 2,3815,3873,33566,35750,214,5.051,941,22.212,8138,1322,6816,3.698,22.764,12431,6328,6103,17.701,34.773,-4293,-12.009,45.528,735,735,4815
1980,71,d) 3,3163,3246,31558,32244,180,5.206,603,17.440,7188,1686,5502,5.229,22.293,8717,3814,4903,11.829,27.034,-1529,-4.742,44.585,454,454,2993
1980,71,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,71,l) Left Censored,28824,31010,586245,594400,985,3.095,2618,8.226,84574,11832,72742,1.991,14.228,100732,25855,74877,4.350,16.947,-16158,-2.718,28.457,1740,1760,13586
1980,72,a) 0,39900,40823,427471,213740,40823,199.990,(X),(X),427470,427470,(X),199.995,199.995,(X),(X),(X),(X),(X),427459,199.990,(X),(X),(X),(X)
1980,72,b) 1,30723,31821,375439,416553,272,0.710,13213,34.506,87670,5295,82375,1.271,21.047,169366,96443,72923,23.153,40.659,-81696,-19.612,42.093,11049,11065,80666
1980,72,c) 2,26276,27719,361828,388102,1568,5.137,7176,23.510,67436,18198,49238,4.689,17.376,120244,56727,63517,14.617,30.983,-52808,-13.607,34.752,5716,5772,45448
1980,72,d) 3,24469,26320,330779,354324,1662,5.867,5675,20.034,59508,15991,43517,4.513,16.795,107063,46696,60367,13.179,30.216,-47555,-13.421,33.590,4305,4385,35200
1980,72,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,72,l) Left Censored,171125,226198,4088874,4204795,12433,5.304,28876,12.318,690463,265075,425388,6.304,16.421,919416,346312,573104,8.236,21.866,-228953,-5.445,32.842,17483,17914,147983
1980,81,a) 0,43472,43763,150803,75405,43763,199.995,(X),(X),150804,150803,(X),199.992,199.993,(X),(X),(X),(X),(X),150799,199.987,(X),(X),(X),(X)
1980,81,b) 1,34343,34743,145113,157782,117,0.285,12775,31.104,36516,752,35764,0.477,23.143,61044,34978,26066,22.169,38.689,-24528,-15.546,46.287,10249,10251,28164
1980,81,c) 2,31067,31532,134988,145093,1412,4.133,6676,19.541,27593,4048,23545,2.790,19.017,47851,22096,25755,15.229,32.980,-20258,-13.962,38.035,5302,5304,17865
1980,81,d) 3,28112,29186,135616,142128,1376,4.445,4912,15.869,26149,4121,22028,2.899,18.398,39310,15898,23412,11.186,27.658,-13161,-9.260,36.796,3771,3800,12400
1980,81,e) 4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1980,81,l) Left Censored,311127,344284,2763199,2811642,9180,2.600,26893,7.615,346406,50256,296150,1.787,12.320,443494,113219,330275,4.027,15.773,-97088,-3.453,24.641,18280,18533,65551
1981,11,a) 0,2666,2667,13552,6776,2667,200.000,(X),(X),13552,13552,(X),200.000,200.000,(X),(X),(X),(X),(X),13552,200.000,(X),(X),(X),(X)
1981,11,b) 1,2190,2190,11548,13208,(D),(D),985,36.726,3471,(D),3462,(D),26.281,6761,4102,2659,31.058,51.191,-3290,-24.910,52.561,725,725,2930
1981,11,c) 2,1948,1948,11868,13099,112,5.191,531,24.612,2780,373,2407,2.848,21.224,5247,2195,3052,16.758,40.058,-2467,-18.834,42.448,395,395,1757
1981,11,d) 3,1796,1797,10897,11574,131,6.768,408,21.080,2876,448,2428,3.871,24.850,4209,1979,2230,17.099,36.368,-1333,-11.518,49.700,282,282,1226
1981,11,e) 4,1637,1638,9582,10736,101,5.727,352,19.960,1944,313,1631,2.915,18.107,4348,1849,2499,17.222,40.499,-2404,-22.392,36.215,250,251,1018
1981,11,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,11,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,11,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,11,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,11,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,11,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,11,l) Left Censored,11625,12228,132530,137674,502,3.935,1562,12.243,21183,3489,17694,2.534,15.386,31618,10451,21167,7.591,22.966,-10435,-7.580,30.773,1044,1046,4788
1981,21,a) 0,4420,4435,43906,21953,4435,200.000,(X),(X),43906,43906,(X),200.000,200.000,(X),(X),(X),(X),(X),43906,200.000,(X),(X),(X),(X)
1981,21,b) 1,2481,2498,38326,34536,13,0.460,675,23.860,17169,838,16331,2.426,49.713,9342,6089,3253,17.631,27.050,7827,22.663,54.100,549,551,5160
1981,21,c) 2,1882,1892,30377,29304,72,3.540,356,17.502,9946,1724,8222,5.883,33.941,7743,4187,3556,14.288,26.423,2203,7.518,52.846,291,291,3661
1981,21,d) 3,1517,1543,28087,26473,105,6.475,262,16.158,9654,2214,7440,8.363,36.467,6360,3257,3103,12.303,24.024,3294,12.443,48.049,214,215,2940
1981,21,e) 4,1277,1384,36193,35240,99,6.885,207,14.395,8698,1904,6794,5.403,24.682,6743,2326,4417,6.600,19.135,1955,5.548,38.269,157,158,1567
1981,21,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,21,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,21,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,21,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,21,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,21,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,21,l) Left Censored,11585,17436,773491,741111,1291,7.364,1480,8.442,164833,56561,108272,7.632,22.241,99799,32509,67290,4.387,13.466,65034,8.775,26.932,768,783,10755
1981,22,a) 0,336,336,1434,717,336,200.000,(X),(X),1434,1434,(X),200.000,200.000,(X),(X),(X),(X),(X),1434,200.000,(X),(X),(X),(X)
1981,22,b) 1,263,264,1085,1138,(D),(D),84,27.541,410,(D),408,(D),36.044,492,431,61,37.890,43.253,-82,-7.209,72.088,69,69,393
1981,22,c) 2,284,284,1328,1350,10,3.322,44,14.618,215,23,192,1.704,15.926,259,111,148,8.222,19.185,-44,-3.259,31.852,33,34,81
1981,22,d) 3,260,313,3440,3188,13,3.869,59,17.560,781,71,710,2.227,24.498,281,155,126,4.862,8.814,500,15.684,17.629,42,42,92
1981,22,e) 4,242,243,827,922,4,1.578,25,9.862,125,16,109,1.736,13.565,310,211,99,22.897,33.641,-185,-20.076,27.130,21,21,206
1981,22,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,22,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,22,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,22,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,22,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,22,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,22,l) Left Censored,4576,10851,712986,703416,242,2.227,274,2.521,40721,7727,32994,1.098,5.789,21696,5943,15753,0.845,3.084,19025,2.705,6.169,121,121,717
1981,23,a) 0,49077,49085,229139,114570,49085,200.000,(X),(X),229139,229139,(X),200.000,200.000,(X),(X),(X),(X),(X),229139,200.000,(X),(X),(X),(X)
1981,23,b) 1,40410,40434,245248,254098,11,0.022,19679,39.148,94288,147,94141,0.058,37.107,110940,65927,45013,25.946,43.660,-16652,-6.553,74.214,15177,15178,54050
1981,23,c) 2,39984,40002,248385,269814,2286,5.042,12956,28.577,72660,9985,62675,3.701,26.930,115644,52799,62845,19.569,42.861,-42984,-15.931,53.859,9858,9862,43538
1981,23,d) 3,38400,38515,250336,269797,2302,5.380,10844,25.345,66670,9434,57236,3.497,24.711,105455,42910,62545,15.905,39.087,-38785,-14.376,49.422,8262,8268,34723
1981,23,e) 4,32878,32943,224613,241764,1851,5.131,8118,22.502,53630,6679,46951,2.763,22.183,87728,31299,56429,12.946,36.287,-34098,-14.104,44.366,6013,6014,24494
1981,23,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,23,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,23,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,23,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,23,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,23,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,23,l) Left Censored,219318,224594,3064549,3181980,6380,2.706,28770,12.202,534051,60512,473539,1.902,16.784,765550,145465,620085,4.572,24.059,-231499,-7.275,33.567,21288,21311,96842
1981,31-33,a) 0,26148,26332,319697,159849,26332,200.000,(X),(X),319697,319697,(X),200.000,200.000,(X),(X),(X),(X),(X),319697,200.000,(X),(X),(X),(X)
1981,31-33,b) 1,19898,20176,278555,273195,98,0.429,5445,23.830,82864,11109,71755,4.066,30.332,72084,39553,32531,14.478,26.386,10780,3.946,52.771,4388,4388,30676
1981,31-33,c) 2,16809,16955,227941,233710,836,4.623,3092,17.099,56417,15849,40568,6.781,24.140,67725,34887,32838,14.928,28.978,-11308,-4.838,48.280,2566,2568,29098
1981,31-33,d) 3,16428,16676,260183,256585,1284,7.448,2412,13.991,64711,25300,39411,9.860,25.220,56987,22882,34105,8.918,22.210,7724,3.010,44.420,2012,2014,19640
1981,31-33,e) 4,14590,14886,266803,269374,724,4.670,1961,12.648,51870,13494,38376,5.009,19.256,57219,19160,38059,7.113,21.241,-5349,-1.986,38.512,1580,1586,15165
1981,31-33,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,31-33,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,31-33,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,31-33,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,31-33,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,31-33,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,31-33,l) Left Censored,178337,226091,16915284,17194556,8032,3.504,14354,6.261,1590277,547645,1042632,3.185,9.249,2150569,493567,1657002,2.870,12.507,-560292,-3.259,18.497,9283,9457,143035
1981,42,a) 0,27832,28110,141722,70861,28110,200.000,(X),(X),141722,141722,(X),200.000,200.000,(X),(X),(X),(X),(X),141722,200.000,(X),(X),(X),(X)
1981,42,b) 1,20563,21085,119709,118712,199,0.835,5668,23.796,39481,2369,37112,1.996,33.258,37478,21858,15620,18.413,31.571,2003,1.687,63.141,4615,4630,17967
1981,42,c) 2,17691,18072,108465,108738,829,4.289,3340,17.281,28309,6284,22025,5.779,26.034,28968,13742,15226,12.638,26.640,-659,-0.606,52.068,2726,2742,11523
1981,42,d) 3,17157,17774,123209,123686,859,4.586,2776,14.819,28385,7196,21189,5.818,22.949,29381,13610,15771,11.004,23.755,-996,-0.805,45.898,2302,2334,11756
1981,42,e) 4,15699,16735,134216,133126,752,4.309,2187,12.531,28613,6971,21642,5.236,21.493,26539,10747,15792,8.073,19.935,2074,1.558,39.870,1744,1762,8705
1981,42,f) 5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,42,g) 6 to 10,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,42,h) 11 to 15,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,42,i) 16 to 20,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,42,j) 21 to 25,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,42,k) 26+,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1981,42,l) Left Censored,170733,246895,3762618,3768196,10862,4.348,16736,6.699,500023,163120,336903,4.329,13.270,511516,151431,360085,4.019,13.575,-11493,-0.305,26.539,9533,9943,62758
